,owner,driven km,transmission,fuel,body type,engine cc,max power bhp,wheel size inches,no of seats,mileage kmpl,price in rupee,purchase year,company
742,1,46213,0,2,1,1197,82,14,5,18.6,469000,2015,Hyundai
743,1,8000,0,1,2,1493,114,17,5,20.0,1740000,2020,Kia
744,1,25000,0,2,1,1197,81,14,5,20.7,597400,2019,Hyundai
745,1,80000,0,1,4,2489,95,15,7,13.9,598000,2018,Mahindra
746,1,13000,0,2,2,1591,122,16,5,15.2,1416000,2018,Hyundai
747,1,42430,0,2,3,1197,83,14,5,20.8,319991,2012,Maruti
748,1,29900,0,2,2,1497,121,16,5,16.8,1029000,2019,Ford
749,2,16857,1,2,3,1798,177,16,5,14.7,1537000,2019,Skoda
750,1,51300,0,2,1,1197,81,16,5,18.6,585000,2016,Hyundai
751,1,45000,0,2,1,1197,80,14,5,12.4,275000,2009,Hyundai
752,1,80517,1,2,1,1197,80,13,5,17.0,395000,2013,Hyundai
753,1,55000,0,2,1,1197,83,14,5,20.4,475000,2013,Maruti
754,1,47000,0,2,1,1197,83,14,5,20.4,330000,2008,Maruti
755,1,36000,0,1,3,1248,88,15,5,28.0,745000,2016,Maruti
756,1,41000,0,2,3,1373,91,15,5,20.7,610000,2014,Maruti
757,1,70261,0,1,3,1396,70,14,5,25.0,206000,2016,Tata
758,1,15000,0,2,1,1199,84,14,5,23.8,535000,2017,Tata
759,1,92000,0,2,3,2354,180,16,5,8.8,386250,2010,Honda
760,1,98000,0,1,1,1248,74,14,5,25.2,450000,2014,Maruti
761,2,72000,0,2,1,1198,87,14,5,18.7,250000,2010,Honda
762,1,88000,0,2,1,998,67,13,5,20.5,297000,2015,Maruti
763,1,51016,0,1,3,1498,99,15,5,26.0,565000,2015,Honda
764,2,80451,1,2,3,1198,89,14,5,18.1,365000,2013,Honda
765,1,28060,1,2,1,1197,82,14,5,18.6,775000,2018,Hyundai
766,1,14848,0,1,5,1498,98,16,5,25.5,705550,2018,Honda
767,1,50000,0,2,2,1198,108,16,5,17.0,475000,2017,Tata
768,1,17223,0,2,1,1197,83,15,5,21.4,628300,2019,Maruti
769,1,23000,0,2,1,1194,95,15,5,19.0,665000,2018,Ford
770,4,13987,0,1,4,2393,148,16,7,15.1,950000,2019,Toyota
771,1,190000,0,2,3,1199,82,14,5,18.2,80000,2013,Chevrolet
772,2,85000,1,2,2,2398,187,17,5,8.7,385000,2008,Honda
773,1,59000,0,2,1,1197,80,14,5,12.4,295000,2011,Hyundai
774,1,59000,0,1,5,1248,88,16,5,24.0,695000,2016,Maruti
775,1,9000,0,2,1,998,67,14,5,22.5,555000,2019,Maruti
776,1,16000,0,2,1,796,48,12,5,24.7,275000,2013,Maruti
777,2,59000,1,1,3,2993,258,18,5,14.6,1750000,2010,BMW
778,1,4900,1,2,1,999,53,13,5,25.1,415000,2017,Renault
779,1,1000,0,2,1,1368,98,14,5,18.6,620000,2016,Hyundai
780,1,48300,0,2,1,796,48,12,5,24.7,200000,2012,Maruti
781,1,22900,1,2,2,1395,148,17,5,16.9,2850000,2019,Audi
782,1,7500,0,2,1,998,67,13,5,24.0,350000,2018,Maruti
783,2,80000,0,2,1,998,67,13,5,24.0,240000,2016,Maruti
784,1,19857,0,1,2,2179,153,17,7,15.1,1638000,2021,Mahindra
785,1,19857,0,1,2,1956,168,17,6,16.6,2000000,2021,MG
786,1,39898,0,2,3,1198,87,14,5,17.8,525000,2016,Honda
787,1,78299,0,2,3,1198,87,14,5,17.8,500000,2015,Honda
788,1,93000,1,1,4,2755,172,17,7,14.2,1775000,2016,Toyota
789,1,62000,1,2,1,624,37,12,4,23.6,195000,2015,Tata
790,1,25876,0,1,2,2755,174,17,7,14.2,3283177,2019,Toyota
791,3,19857,0,1,2,2755,174,17,7,14.2,2000000,2020,Toyota
792,1,76000,0,1,1,1248,75,14,5,14.8,325000,2010,Maruti
793,1,20000,0,2,1,998,67,13,5,24.0,200000,2011,Maruti
794,1,62000,0,1,3,1498,99,14,5,25.8,521000,2017,Honda
795,1,32000,1,2,2,1591,122,17,5,15.2,1399000,2019,Hyundai
796,1,67500,1,2,2,1591,122,16,5,15.2,1081000,2018,Hyundai
797,2,56000,1,1,2,2179,138,17,7,16.0,1200000,2018,Mahindra
798,1,100000,1,1,4,2755,172,16,8,14.2,1525000,2017,Toyota
799,1,57000,0,2,1,1197,80,13,5,12.8,211000,2008,Hyundai
800,1,21000,0,2,1,1197,83,16,5,21.4,650000,2017,Maruti
801,1,40000,1,1,2,2755,174,18,7,14.2,2575000,2017,Toyota
802,2,60000,0,1,3,1461,85,15,5,21.6,325000,2013,Renault
803,1,13000,0,1,3,1248,74,14,5,28.4,593400,2017,Maruti
804,1,41000,0,2,3,1497,117,15,5,17.8,437200,2013,Honda
805,1,28000,1,2,8,2996,367,21,5,9.0,4674000,2016,Mercedes-Benz
806,1,820,1,1,2,1995,190,17,5,222.0,9876000,2011,BMW
807,1,31000,1,1,2,2143,168,18,5,18.0,4248000,2019,Mercedes-Benz
808,1,40000,0,2,3,1197,83,14,5,22.0,394000,2015,Maruti
809,1,24000,0,1,1,1368,98,14,5,18.6,797000,2018,Hyundai
810,1,32000,1,2,1,998,67,14,5,23.1,465000,2017,Maruti
811,3,65000,0,2,1,1341,83,13,5,11.6,80000,2005,Hyundai
812,2,75852,0,1,2,2179,140,17,5,14.0,646000,2014,Mahindra
813,2,66000,0,1,2,1997,120,17,7,15.4,1025000,2016,Mahindra
814,1,62000,0,1,1,1368,98,14,5,18.6,275000,2012,Hyundai
815,2,59045,0,2,1,1197,80,13,5,20.0,165045,2008,Hyundai
816,1,69000,0,1,2,2477,176,17,5,11.5,865000,2012,Mitsubishi
817,2,95000,1,1,3,1968,138,15,5,17.2,350000,2010,Skoda
818,1,36496,0,1,2,2179,153,17,7,16.0,1921000,2019,Mahindra
819,1,31411,1,2,1,1197,82,15,5,20.4,850000,2019,Maruti
820,1,137271,0,1,1,1248,74,14,5,25.2,510000,2016,Maruti
821,1,49734,0,1,3,1498,104,15,5,21.1,1004000,2017,Skoda
822,1,90564,0,2,1,1197,83,14,5,20.4,577000,2016,Maruti
823,1,65000,0,2,3,1197,83,14,5,20.8,250000,2010,Maruti
824,1,65000,0,3,1,998,58,13,5,26.6,300000,2014,Maruti
825,2,63000,0,2,1,1197,80,14,5,12.4,325000,2013,Hyundai
826,2,66000,0,2,3,1797,147,16,5,16.3,574800,2013,Hyundai
827,1,830,1,1,3,2987,282,18,5,13.5,12000000,2018,Mercedes-Benz
828,1,52000,0,1,2,1461,83,16,5,20.5,425000,2014,Nissan
829,1,27000,1,1,3,2179,190,18,5,13.5,2480100,2015,Jaguar
830,2,87796,0,1,1,1498,89,15,5,20.0,475100,2015,Volkswagen
831,1,15300,0,1,1,1399,68,15,5,17.7,175000,2009,Ford
832,1,41000,0,1,2,1499,110,15,5,18.8,470000,2013,Ford
833,1,62000,0,1,1,1498,99,14,5,25.8,200000,2012,Ford
834,1,77428,0,1,1,936,58,14,5,25.4,165000,2013,Chevrolet
835,1,45000,0,2,3,1591,121,16,5,17.4,700000,2015,Hyundai
836,1,42589,1,1,3,2967,241,18,5,13.8,3757188,2012,Audi
837,1,8500,0,2,5,1199,99,16,5,17.5,793000,2019,Honda
838,3,79088,1,1,4,2755,172,17,7,14.2,1500000,2019,Toyota
839,1,11000,0,2,1,1197,81,14,5,20.0,745000,2019,Hyundai
840,1,29679,1,2,9,5204,601,19,2,7.8,21020041,2017,Audi
841,1,35865,0,1,5,1598,118,16,5,22.0,973000,2018,Maruti
842,1,20800,0,1,4,2393,148,16,7,15.1,1525000,2016,Toyota
843,1,10800,0,1,1,1498,99,14,5,25.8,725000,2016,Ford
844,1,24000,1,1,3,1968,141,16,5,16.5,1599000,2013,Audi
845,1,56000,0,2,3,1197,83,14,5,22.0,441000,2017,Maruti
846,1,16857,1,1,2,1999,177,18,5,16.3,5300000,2019,Jaguar
847,1,53000,0,2,3,1197,82,14,5,22.0,572000,2019,Maruti
848,1,5000,0,1,1,1498,98,14,5,27.3,500000,2016,Honda
849,1,5000,0,2,3,1396,105,16,5,17.4,250000,2011,Hyundai
850,1,71000,0,1,1,1248,74,14,5,25.2,504700,2013,Maruti
851,1,51000,0,1,1,1086,68,13,5,19.8,324450,2013,Hyundai
852,1,45000,1,1,2,2477,176,17,5,11.5,1440000,2015,Mitsubishi
853,1,72000,1,1,3,1995,184,16,5,9.7,1136000,2011,BMW
854,1,45000,1,1,2,1582,126,17,5,17.1,1296300,2019,Hyundai
855,1,55000,1,2,1,1197,87,16,5,19.6,837064,2020,Hyundai
856,1,12000,0,1,1,1248,74,15,5,27.3,733000,2019,Maruti
857,1,86000,0,2,5,1197,82,15,5,17.1,415000,2015,Hyundai
858,1,57000,0,1,4,2494,100,15,8,12.9,630000,2014,Toyota
859,1,66000,0,1,2,1461,84,16,5,19.6,551000,2015,Renault
860,1,43000,1,1,3,1968,141,16,5,16.5,1778000,2013,Audi
861,1,9000,0,1,2,1582,126,17,5,19.6,1417000,2019,Hyundai
862,1,24000,1,1,1,1248,74,15,5,26.8,525000,2018,Maruti
863,1,50000,0,1,1,1396,89,16,5,22.5,500000,2015,Hyundai
864,1,10000,0,1,3,1498,99,15,5,25.8,634000,2018,Honda
865,1,8546,0,2,1,1197,83,16,5,21.4,914506,2020,Maruti
866,1,89800,0,1,4,2494,102,15,5,11.4,569000,2011,Toyota
867,1,65000,0,1,3,1461,85,15,5,22.7,325000,2014,Nissan
868,1,1500,0,2,3,1373,91,16,5,20.7,721000,2017,Maruti
869,1,26000,0,2,3,1498,97,14,5,16.9,390000,2014,Nissan
870,1,23000,0,2,3,1497,117,15,5,17.8,530000,2015,Honda
871,1,98000,1,1,3,1968,174,16,5,16.5,1125000,2012,Audi
872,1,99000,1,1,2,1968,174,16,5,15.7,1350000,2013,Audi
873,1,5000,0,1,3,1248,74,14,5,26.5,207800,2010,Maruti
874,1,50000,0,1,4,2393,148,16,7,15.1,2000000,2017,Toyota
875,1,54000,0,2,3,1198,87,14,5,17.8,380000,2013,Honda
876,1,25000,0,1,5,1248,88,16,5,24.0,764000,2017,Maruti
877,1,49232,0,2,4,1198,67,13,7,20.6,1485000,2015,Datsun
878,2,43907,0,2,3,1497,117,15,5,17.8,745000,2016,Honda
879,1,17900,1,2,3,1496,106,15,5,17.1,965000,2019,Toyota
880,1,35000,0,2,4,1198,67,13,7,20.6,360000,2017,Datsun
881,1,45000,0,2,3,1497,117,15,5,17.8,526927,2016,Honda
882,1,19857,0,1,3,1248,89,16,5,28.0,1063000,2019,Maruti
883,1,22000,0,1,3,1582,126,16,5,24.8,1083000,2019,Hyundai
884,1,59000,0,1,2,2982,169,17,5,11.9,1249000,2014,Toyota
885,1,60000,0,1,3,1248,74,14,5,26.5,338009,2014,Maruti
886,1,17000,0,1,5,1396,89,15,5,21.1,595000,2016,Hyundai
887,1,21000,0,1,1,1248,74,15,5,27.3,711900,2018,Maruti
888,1,25348,1,1,3,2993,258,18,5,14.6,5024570,2017,BMW
889,1,25325,1,1,2,1582,126,17,5,17.1,1475000,2015,Hyundai
890,1,37639,1,1,4,2755,172,17,7,14.2,2712899,2019,Toyota
891,1,68000,1,1,3,2993,262,17,5,11.1,2850000,2014,BMW
892,1,18745,0,1,3,1248,89,16,5,28.0,1029000,2019,Maruti
893,1,58000,1,2,3,2979,320,18,5,12.0,1645000,2010,BMW
894,1,65000,1,1,2,1968,174,16,5,15.7,1425000,2013,Audi
895,1,44000,0,2,1,1197,83,15,5,21.4,590000,2018,Maruti
896,1,6400,0,2,2,998,118,16,5,18.2,1045000,2019,Hyundai
897,1,56000,1,1,2,1968,184,17,5,15.7,1490000,2014,Audi
898,1,45236,0,2,3,1591,121,16,5,17.4,356000,2012,Hyundai
899,1,52000,1,1,3,1995,217,17,5,17.2,1562000,2011,BMW
900,1,4500,0,1,1,1248,74,14,5,28.4,655000,2019,Maruti
901,1,18755,0,2,4,2694,164,17,7,15.1,1500000,2019,Toyota
902,2,108000,0,1,1,1396,69,13,5,17000.0,160000,2016,Tata
903,1,16548,0,2,3,1497,117,15,5,17.8,941364,2019,Honda
904,1,24000,0,1,2,2498,105,16,6,13.0,596000,2016,Mahindra
905,1,61000,0,2,1,1197,80,14,5,12.4,272000,2010,Hyundai
906,1,71000,0,2,1,998,67,13,5,24.0,280000,2015,Maruti
907,1,39000,0,2,2,1499,110,15,5,18.8,825000,2018,Ford
908,1,25000,0,2,1,998,67,13,5,24.0,325000,2016,Maruti
909,1,38000,0,1,2,1493,100,15,7,18.4,800000,2018,Mahindra
910,1,16857,0,2,1,1197,81,14,5,20.0,551000,2019,Hyundai
911,1,16857,0,2,3,1197,82,14,5,22.0,583000,2019,Maruti
912,1,19857,1,2,1,1198,89,15,5,18.7,785000,2019,Honda
913,1,19858,1,2,1,1197,81,14,5,17.4,698000,2019,Hyundai
914,1,19857,0,2,3,1497,117,15,5,17.8,884000,2019,Honda
915,1,89441,0,2,1,796,47,12,5,19.7,120000,2010,Maruti
916,1,88911,1,1,2,2982,169,17,5,12.5,1070000,2012,Toyota
917,1,78831,0,1,2,1461,108,16,5,19.6,490000,2013,Renault
918,1,7000,0,2,2,1462,103,16,5,18.5,1090000,2020,Maruti
919,1,78465,1,1,3,2993,262,17,5,11.1,5200000,2015,BMW
920,2,19857,1,1,3,2967,247,18,5,15.5,4835000,2013,Audi
921,1,63000,0,3,1,998,58,13,5,26.6,281000,2013,Maruti
922,1,63000,0,2,1,1197,81,16,5,18.6,643000,2017,Hyundai
923,1,12000,0,2,1,1197,82,15,5,20.8,660000,2020,Maruti
924,1,79000,0,1,4,2494,100,15,5,12.9,399000,2005,Toyota
925,1,93000,0,2,1,1197,83,14,5,20.4,350000,2016,Maruti
926,1,70000,0,1,1,1248,74,14,5,25.2,495000,2014,Maruti
927,1,22000,0,1,3,1248,88,15,5,28.0,650000,2016,Maruti
928,2,95000,0,2,3,1498,130,15,5,13.9,195000,2007,Honda
929,1,45000,1,2,3,1497,117,15,5,18.0,750000,2016,Honda
930,1,37000,0,1,1,1368,98,14,5,18.6,719000,2018,Hyundai
931,1,13557,1,1,2,2993,258,18,5,16.5,3790000,2017,BMW
932,1,6100,0,1,5,1498,98,16,5,25.5,857936,2018,Honda
933,1,68000,0,1,2,1461,108,16,5,19.6,550000,2016,Renault
934,1,30000,0,2,1,1197,82,14,5,18.6,710000,2018,Hyundai
935,1,30000,0,1,3,1598,103,15,5,20.5,700000,2014,Volkswagen
936,1,55845,1,2,3,1991,184,17,5,12.0,4065000,2019,Mercedes-Benz
937,1,54000,1,2,3,1199,84,15,5,20.3,498000,2018,Tata
938,1,34000,1,2,2,1499,110,16,5,16.0,650000,2015,Ford
939,1,84000,1,1,3,1582,126,16,5,22.3,375000,2012,Hyundai
940,1,5874,0,2,2,1582,122,17,5,15.2,1325000,2019,Hyundai
941,1,840,1,2,3,1991,184,17,5,12.0,4790000,2019,Mercedes-Benz
942,3,99500,1,2,8,4691,425,20,5,12.0,5000000,2013,Maserati
943,1,22000,1,1,3,1995,188,18,5,22.4,4944000,2019,BMW
944,1,65000,0,1,2,1498,110,15,5,18.8,747000,2016,Ford
945,3,160000,0,2,3,1798,160,15,5,8.9,335000,2008,Skoda
946,1,60000,0,1,4,2494,100,15,5,12.9,1500000,2011,Toyota
947,1,90000,1,2,3,1199,89,14,5,18.1,800000,2016,Honda
948,1,57860,1,2,3,1497,117,15,5,18.0,1055700,2017,Honda
949,1,89660,0,1,2,2179,148,16,5,14.0,669500,2014,Tata
950,1,24000,0,2,2,1591,122,16,5,15.2,1125000,2017,Hyundai
951,1,120000,1,1,2,2982,169,17,7,12.5,2550000,2017,Toyota
952,1,50000,1,1,3,1968,177,17,5,16.6,2336000,2014,Audi
953,1,49000,0,2,1,1198,74,15,5,16.0,625000,2018,Volkswagen
954,1,84514,1,1,2,2993,255,20,5,12.3,8400000,2019,Land
955,1,2100,0,1,2,1493,84,15,7,18.4,518000,2016,Mahindra
956,1,112000,0,1,1,1248,74,14,5,25.2,283000,2010,Maruti
957,1,72000,1,2,3,2354,180,16,5,7.6,340000,2010,Honda
958,1,49208,0,2,3,1799,132,15,5,10.6,360000,2009,Honda
959,1,6803,1,2,2,998,118,16,5,18.1,1025000,2020,Hyundai
960,1,55800,1,1,2,2179,150,17,5,12.3,1479000,2011,Land
961,1,60000,0,1,2,1461,108,16,5,19.6,390000,2013,Renault
962,3,50000,0,2,1,1086,62,13,5,17.9,200000,2008,Hyundai
963,1,32000,1,1,3,1950,192,17,5,18.0,3500000,2018,Mercedes-Benz
964,1,50000,0,1,1,1248,73,14,5,23.2,400000,2012,Maruti
965,3,60000,0,2,1,1086,67,13,5,20.0,300000,2009,Hyundai
966,1,40000,0,2,1,1197,82,14,5,18.6,600000,2016,Hyundai
967,1,79000,0,1,2,1461,83,16,5,20.5,566500,2014,Nissan
968,1,45090,1,1,3,2143,170,17,5,19.2,2433390,2015,Mercedes-Benz
969,1,8965,1,2,1,1197,82,14,5,21.2,792548,2020,Maruti
970,1,40000,1,1,2,1968,174,16,5,15.7,2000000,2014,Audi
971,1,48000,0,1,2,2982,169,17,5,11.9,1683000,2015,Toyota
972,1,25000,1,2,3,1591,121,16,5,17.4,749000,2018,Hyundai
973,1,19857,0,2,4,1462,103,15,5,19.3,885000,2019,Maruti
974,1,75000,1,1,3,1498,104,15,5,21.6,669500,2016,Skoda
975,1,86000,0,2,3,1598,104,15,5,15.0,390000,2013,Skoda
976,2,68000,0,1,2,1461,108,16,5,19.6,489250,2012,Renault
977,2,77000,0,1,1,1498,99,14,5,25.8,235000,2011,Ford
978,2,33000,0,3,1,796,40,12,5,33.4,275000,2015,Maruti
979,1,75436,0,1,1,1248,75,14,5,14.8,650000,2017,Maruti
980,1,72158,0,2,1,1086,68,13,5,19.8,360000,2012,Hyundai
981,1,62000,1,1,2,2199,194,18,7,14.7,1290000,2015,Hyundai
982,1,50000,0,1,2,2982,169,17,5,11.9,1683000,2015,Toyota
983,1,58819,0,2,1,814,55,12,5,21.1,265000,2015,Hyundai
984,1,20000,1,2,3,1799,140,16,5,16.5,1890000,2019,Honda
985,1,47125,0,1,1,1248,75,14,5,14.8,230000,2011,Maruti
986,1,74511,1,2,3,6749,453,21,5,6.7,20000000,2010,Rolls
987,1,58000,1,2,4,2694,164,17,7,15.1,1325800,2016,Toyota
988,1,45000,0,2,1,1197,83,16,5,21.4,612700,2018,Maruti
989,1,9821,0,2,3,1498,99,15,5,26.0,1245281,2020,Honda
990,1,95000,0,1,4,1248,89,15,7,20.7,685000,2015,Maruti
991,1,75000,0,1,1,1248,73,14,5,23.2,406850,2012,Maruti
992,1,20000,0,2,1,1197,82,14,5,21.2,643750,2020,Maruti
993,1,62000,0,2,1,1197,83,14,5,20.4,415000,2014,Maruti
994,2,110000,0,1,3,1248,74,14,5,26.5,325000,2009,Maruti
995,2,76000,0,2,3,1368,90,15,5,16.1,175000,2010,Tata
996,2,44000,0,2,1,1198,87,14,5,18.9,235000,2012,Honda
997,1,27000,0,2,3,1498,99,15,5,26.0,813700,2017,Honda
998,1,29000,0,1,3,1498,99,15,5,26.0,822970,2016,Honda
999,1,31000,1,2,1,1198,87,14,5,18.7,684950,2016,Honda
1000,1,50000,0,2,3,1495,94,13,5,16.3,300000,2010,Hyundai
1001,1,50000,0,3,1,796,40,12,5,33.4,400000,2013,Maruti
1002,1,20000,1,2,3,1497,117,15,5,18.0,1210000,2018,Honda
1003,1,40000,0,1,3,1461,85,15,5,22.7,500000,2013,Nissan
1004,1,50000,0,2,1,998,67,13,5,24.0,400000,2017,Maruti
1005,1,50000,1,1,4,2755,172,17,7,14.2,2109000,2018,Toyota
1006,1,50000,0,1,3,1598,103,15,5,20.5,600000,2013,Volkswagen
1007,1,25000,0,1,1,1248,74,14,5,25.2,500000,2013,Maruti
1008,1,80000,0,2,1,796,38,12,5,14.5,200000,2007,Maruti
1009,1,56000,0,2,1,1086,68,13,5,19.8,195000,2011,Hyundai
1010,2,12000,0,1,1,1248,73,14,5,23.2,240000,2014,Maruti
1011,1,32599,0,2,3,1196,87,14,5,18.1,540000,2017,Ford
1012,2,87000,0,1,1,1248,75,14,5,20.5,335000,2015,Fiat
1013,1,52000,0,2,3,1497,117,15,5,17.8,772500,2016,Honda
1014,1,14573,0,2,1,1198,89,15,5,18.7,710000,2019,Honda
1015,1,66000,1,1,3,1498,104,15,5,21.1,643750,2018,Skoda
1016,1,60000,0,1,3,1248,88,15,5,28.0,670500,2017,Maruti
1017,1,2500,1,2,1,998,67,14,5,21.6,540500,2020,Maruti
1018,1,16857,0,2,2,1591,122,16,5,15.2,979000,2019,Hyundai
1019,1,65000,0,2,2,1591,122,16,5,15.2,706000,2016,Hyundai
1020,1,30000,0,1,4,1248,89,15,7,20.7,450000,2013,Maruti
1021,1,108000,0,1,3,1248,74,14,5,26.5,535600,2012,Maruti
1022,2,63000,0,2,3,1197,83,14,5,22.0,288400,2011,Maruti
1023,1,83000,0,2,3,1497,78,14,5,12.8,288400,2008,Honda
1024,1,96000,0,1,3,1498,99,14,5,25.8,463500,2014,Honda
1025,1,41222,1,1,2,1995,190,18,5,20.6,2200000,2017,BMW
1026,1,94000,0,1,2,2179,140,17,5,14.0,635000,2014,Mahindra
1027,1,55895,1,2,2,1498,105,16,5,13.6,1050000,2018,Renault
1028,1,96437,0,1,3,1248,74,14,5,26.5,690000,2016,Maruti
1029,1,49000,0,1,3,1120,71,14,5,24.4,386250,2016,Hyundai
1030,1,96000,0,1,2,1461,108,16,5,19.6,499550,2012,Renault
1031,1,50000,0,1,4,2755,172,16,7,14.2,1423000,2017,Toyota
1032,1,19887,0,2,5,1199,89,16,5,16.5,1041000,2020,Honda
1033,2,50000,0,1,3,1582,126,16,5,22.3,600000,2014,Hyundai
1034,1,9854,0,2,2,1496,121,16,5,15.9,1132927,2020,Ford
1035,1,40000,1,1,2,2179,138,17,7,13.8,1647000,2019,Mahindra
1036,1,50100,0,2,3,1198,87,14,5,17.8,587000,2017,Honda
1037,1,32557,0,2,1,799,53,13,5,22.7,280000,2017,Datsun
1038,1,31121,0,1,2,1396,88,16,5,21.3,1290000,2019,Hyundai
1039,1,46000,0,1,1,1248,74,14,5,25.2,295000,2013,Maruti
1040,1,50000,1,1,2,1461,108,16,5,19.6,840000,2017,Renault
1041,4,89100,1,2,3,1798,158,16,5,13.7,240000,2010,SKODA
1042,1,12548,0,2,3,1198,89,15,5,19.5,595000,2019,Honda
1043,1,80248,0,1,5,1248,88,16,5,24.0,725000,2017,Maruti
1044,1,87357,0,1,2,2523,63,16,5,15.9,650000,2015,Mahindra
1045,1,81000,0,2,2,1198,82,14,5,18.1,458350,2017,Mahindra
1046,3,75000,0,2,1,1086,62,13,5,17.9,127720,2005,Hyundai
1047,1,49000,0,1,2,2179,140,17,7,14.0,890950,2015,Mahindra
1048,1,22000,0,2,1,1197,81,14,5,18.9,592250,2016,Hyundai
1049,1,114000,1,1,3,1582,126,16,5,22.5,649000,2012,Hyundai
1050,1,42000,0,1,5,1248,88,16,5,24.0,625000,2016,Maruti
1051,1,53000,0,1,3,1591,126,16,5,22.3,1107250,2018,Hyundai
1052,1,98000,0,1,4,2494,100,15,5,12.9,822970,2013,Toyota
1053,1,23000,0,1,3,1248,88,15,5,28.0,719970,2016,Maruti
1054,1,102234,0,2,1,1197,80,14,5,12.4,340000,2009,Hyundai
1055,1,26800,0,2,4,1497,117,15,7,17.3,585000,2014,Honda
1056,1,59000,1,1,3,2143,204,17,4,13.6,850000,2010,Mercedes-Benz
1057,1,34000,0,1,1,936,57,14,5,25.4,231750,2012,Chevrolet
1058,1,34000,0,2,1,799,53,13,5,25.1,335000,2018,Renault
1059,3,92000,0,1,3,1968,138,16,5,19.3,575000,2012,Volkswagen
1060,1,52000,0,1,1,1248,73,14,5,23.2,350000,2015,Maruti
1061,1,4000,0,2,1,1197,81,14,5,20.0,638600,2019,Hyundai
1062,1,46000,0,1,4,2393,148,16,7,15.1,1612000,2016,Toyota
1063,1,143000,0,1,2,2982,169,17,5,11.9,1210000,2011,Toyota
1064,1,91000,0,2,1,1197,83,14,5,20.4,247000,2008,Maruti
1065,2,89000,1,1,2,1493,84,15,5,18.4,566500,2015,Mahindra
1066,1,27000,0,2,1,1197,82,15,5,20.8,489000,2017,Maruti
1067,1,55000,0,2,3,1497,117,15,5,17.8,566500,2014,Honda
1068,1,40700,0,2,1,1197,82,14,5,18.6,582000,2017,Hyundai
1069,1,15700,1,2,1,1086,68,13,5,20.3,592000,2019,Hyundai
1070,1,58000,0,1,3,1248,74,14,5,26.5,340000,2010,Maruti
1071,1,75000,0,2,1,1086,68,13,5,19.8,275000,2011,Hyundai
1072,1,55393,0,1,1,1047,69,14,5,27.2,425000,2016,Tata
1073,3,90000,0,1,1,936,57,14,5,25.4,211000,2011,Chevrolet
1074,2,189000,0,1,4,2494,100,15,5,12.9,975000,2014,Toyota
1075,1,36519,1,2,1,999,53,13,5,25.1,375000,2017,Renault
1076,2,63000,1,1,2,2997,254,19,5,15.2,2445000,2015,Mercedes-Benz
1077,1,64000,1,1,3,1995,184,17,5,18.4,1345000,2012,BMW
1078,1,57000,1,1,3,1968,177,17,5,16.6,1750000,2014,Audi
1079,2,89000,1,1,3,1995,184,16,5,9.7,1080000,2011,BMW
1080,1,62000,0,1,1,1498,99,14,5,25.8,425000,2017,Ford
1081,1,41000,0,1,2,1582,126,16,5,19.6,855000,2017,Hyundai
1082,1,76000,0,1,1,1368,98,14,5,18.6,395000,2014,Hyundai
1083,1,44000,0,2,3,1198,89,15,5,19.5,740000,2019,Honda
1084,1,57000,0,2,3,1197,83,14,5,20.8,450000,2014,Maruti
1085,1,37000,1,2,1,1198,103,15,5,16.4,675000,2016,Volkswagen
1086,1,85000,0,1,1,1248,74,14,5,22.9,350000,2017,Tata
1087,1,51000,0,1,4,1498,98,15,7,24.5,590000,2014,Honda
1088,1,70000,0,1,3,1582,126,16,5,24.8,990000,2018,Hyundai
1089,1,19000,0,2,3,1198,89,15,5,19.5,775000,2020,Honda
1090,2,67000,1,2,3,1497,117,15,5,18.0,811000,2017,Honda
1091,1,48000,0,1,2,1461,108,16,5,19.6,425000,2014,Renault
1092,1,3000,0,2,3,1198,89,15,5,19.5,775000,2019,Honda
1093,1,75000,0,1,1,1498,89,15,5,20.0,410000,2016,Volkswagen
1094,1,50000,0,1,2,1498,110,15,5,18.8,575000,2016,Ford
1095,1,60000,0,2,1,1197,81,16,5,18.6,625000,2016,Hyundai
1096,1,65000,0,3,6,1196,63,13,5,16.2,180000,2012,Maruti
1097,2,52000,0,1,1,1248,74,14,5,25.2,335000,2013,Maruti
1098,1,42000,1,1,2,1461,108,16,5,19.6,790000,2018,Renault
1099,1,26900,0,2,3,1193,89,15,5,17.5,380000,2015,Tata
1100,2,75000,0,2,1,1086,63,13,5,12.8,215000,2004,Hyundai
1101,2,43000,0,2,1,998,67,13,5,20.5,139000,2007,Maruti
1102,3,65000,0,2,1,993,58,13,5,12.6,95000,2006,Maruti
1103,2,36000,0,2,1,1197,80,14,5,12.4,246000,2009,Hyundai
1104,1,55000,0,1,1,1186,74,14,5,24.9,452000,2014,Hyundai
1105,2,48000,0,2,1,1197,85,14,5,18.5,283000,2012,Maruti
1106,2,59000,0,2,1,1086,67,13,5,20.0,211000,2010,Hyundai
1107,1,32000,0,2,1,814,55,12,5,21.1,325000,2018,Hyundai
1108,1,37000,0,2,3,1497,117,15,5,17.8,495000,2013,Honda
1109,1,22000,0,2,1,1197,83,14,5,20.4,445000,2014,Maruti
1110,1,101888,0,1,2,1461,84,16,5,19.6,425000,2012,Renault
1111,1,11000,1,1,4,2755,172,17,7,14.2,2225000,2018,Toyota
